X,Y,Time
1481,348,0.3167
1460,339,0.3333
1438,328,0.35
1414,319,0.3667
1392,312,0.3833
1369,305,0.4
1347,298,0.4167
1324,292,0.4333
1302,285,0.45
1279,280,0.4667
1257,275,0.4833
1236,270,0.5
1215,266,0.5167
1192,266,0.5333
1170,266,0.55
1149,265,0.5667
1127,264,0.5833
1106,264,0.6
1084,264,0.6167
1063,266,0.6333
1038,268,0.65
1030,273,0.6667
