X,Y,Time
0.0,0.0,1.2333
25.9,23.1,1.2667
54.6,44.8,1.3
83.3,67.2,1.3333
110.6,91.0,1.3667
132.3,101.5,1.4
156.8,116.9,1.4333
183.4,132.3,1.4667
209.3,145.6,1.5
236.6,157.5,1.5333
261.8,168.0,1.5667
288.4,175.0,1.6
315.0,182.7,1.6333
342.3,188.3,1.6667
368.2,189.7,1.7
394.8,192.5,1.7333
422.1,192.5,1.7667
448.7,190.4,1.8
476.7,186.9,1.8333
504.7,181.3,1.8667
532.0,175.0,1.9
560.0,166.6,1.9333
581.7,154.7,1.9667
616.0,141.4,2.0
638.4,126.7,2.0333
