X,Y,Time
358.8286,466.0,1.0017
380.4857,448.0,1.0183
402.5714,431.0,1.035
425.3429,415.0857,1.0517
357.1429,404.2857,1.0683
834.3714,366.1429,1.085
913.5143,353.4571,1.085
1206.8571,331.4857,1.1017
822.5429,346.7429,1.1017
1194.2286,319.9429,1.1183
828.9143,334.2,1.1183
1181.9429,308.9143,1.135
835.2,322.9714,1.135
1169.6571,299.0571,1.1517
841.4,311.8286,1.1517
1157.7143,289.2857,1.1683
848.1714,301.8571,1.1683
1145.7714,280.8286,1.185
854.2857,292.4,1.185
1133.8286,272.4571,1.2017
861.0571,283.6857,1.2017
1121.8857,265.2571,1.2183
867.0857,275.7143,1.2183
1110.3714,258.2286,1.235
874.0,267.8286,1.235
1098.2857,252.2857,1.2517
879.6857,261.6857,1.2517
1086.4286,247.0857,1.2683
886.3714,255.0571,1.2683
1074.8286,241.9714,1.285
892.8857,250.1714,1.285
1063.6571,238.5143,1.3017
899.6286,245.7143,1.3017
1051.9143,235.2286,1.3183
905.8,241.6571,1.3183
1040.4857,232.5429,1.335
911.9714,238.3429,1.335
1028.7429,230.6,1.3517
918.6286,235.5429,1.3517
1018.0,229.4,1.3683
925.2,233.4857,1.3683
1006.6,228.7143,1.385
931.6857,232.1714,1.385
996.2,228.7714,1.4017
938.7429,231.3714,1.4017
985.2286,229.5714,1.4183
944.8857,231.4,1.4183
974.0,230.5429,1.435
950.9429,231.7714,1.435
958.4,231.0571,1.4517
975.1143,234.4,1.4683
986.9714,234.5429,1.4683
1026.8,239.4286,1.485
1009.1714,237.7714,1.485
1065.6,244.9429,1.5017
1033.8,241.3429,1.5017
1103.6286,250.2857,1.5183
1058.0286,245.1714,1.5183
1141.3143,256.4571,1.535
1082.5143,249.9143,1.535
1178.4,262.4571,1.5517
1105.6857,254.2571,1.5517
1214.2286,269.2,1.5683
1129.0286,260.3429,1.5683
1250.6286,277.0286,1.585
1152.8857,266.5143,1.585
1286.2571,285.0286,1.6017
1175.7714,273.5143,1.6017
1321.2857,293.7714,1.6183
1198.5714,281.0286,1.6183
1355.4,303.2571,1.635
1258.0,293.7429,1.635
1200.5714,290.2,1.6517
1236.0286,298.6571,1.6683
1345.8,316.2571,1.6683
1286.0,313.4,1.685
1096.2857,296.8571,1.7017
1149.7429,311.8286,1.7183
1162.2571,322.0857,1.735
1174.9143,333.0857,1.7517
1188.0857,344.8286,1.7683
1200.7429,357.1714,1.785
1213.3429,369.8286,1.8017
1225.6571,383.1714,1.8183
1238.3429,396.7429,1.835
1250.6571,411.3429,1.8517
1263.2571,426.8286,1.8683
1276.0286,442.7143,1.885
1288.9429,459.1714,1.9017
