X,Y,Time
359,466,1.0017
380,448,1.0183
403,431,1.035
425,415,1.0517
448,400,1.0683
470,385,1.085
1549,319,1.085
492,371,1.1017
1520,308,1.1017
514,358,1.1183
1492,297,1.1183
536,345,1.135
1464,288,1.135
558,333,1.1517
1436,279,1.1517
580,321,1.1683
1409,271,1.1683
602,311,1.185
1381,263,1.185
624,301,1.2017
1354,256,1.2017
646,292,1.2183
1326,250,1.2183
668,283,1.235
1300,244,1.235
689,275,1.2517
1272,240,1.2517
711,268,1.2683
1245,235,1.2683
733,261,1.285
1218,232,1.285
755,256,1.3017
1192,229,1.3017
776,251,1.3183
1165,227,1.3183
798,246,1.335
1138,226,1.335
819,242,1.3517
1112,225,1.3517
841,239,1.3683
1086,225,1.3683
862,236,1.385
1060,226,1.385
884,234,1.4017
1035,227,1.4017
905,233,1.4183
1009,229,1.4183
926,232,1.435
983,231,1.435
947,232,1.4517
959,232,1.4683
1027,239,1.4683
971,233,1.485
1078,246,1.485
984,235,1.5017
1128,253,1.5017
997,237,1.5183
1177,260,1.5183
1010,240,1.535
1226,268,1.535
1023,243,1.5517
1273,275,1.5517
1035,247,1.5683
1320,284,1.5683
1048,252,1.585
1367,293,1.585
1061,257,1.6017
1412,303,1.6017
1074,263,1.6183
1457,313,1.6183
1086,270,1.635
1501,324,1.635
1099,277,1.6517
1112,284,1.6683
1587,346,1.6683
1124,293,1.685
1137,302,1.7017
1150,312,1.7183
1162,322,1.735
1175,333,1.7517
1188,345,1.7683
1201,357,1.785
1213,370,1.8017
1226,383,1.8183
1238,397,1.835
1251,411,1.8517
1263,427,1.8683
1276,443,1.885
1289,459,1.9017
