X,Y,Time
732.5159,421.16,1.0017
741.4744,412.2506,1.0183
750.3601,403.5475,1.035
759.1729,395.0507,1.0517
767.9129,386.7601,1.0683
776.58,378.6758,1.085
785.1742,370.7978,1.085
793.6956,363.1261,1.1017
802.1442,355.6607,1.1017
810.5199,348.4015,1.1183
818.8228,341.3487,1.1183
827.0527,334.5021,1.135
835.2099,327.8617,1.135
843.2942,321.4277,1.1517
851.3056,315.1999,1.1517
859.2442,309.1785,1.1683
867.1099,303.3633,1.1683
874.9028,297.7543,1.185
882.6228,292.3517,1.185
890.27,287.1553,1.2017
897.8443,282.1653,1.2017
905.3458,277.3815,1.2183
912.7744,272.8039,1.2183
920.1301,268.4327,1.235
927.413,264.2677,1.235
934.6231,260.3091,1.2517
941.7603,256.5567,1.2517
948.8246,253.0105,1.2683
955.8161,249.6707,1.2683
962.7348,246.5371,1.285
969.5805,243.6098,1.285
976.3535,240.8888,1.3017
983.0536,238.3741,1.3017
989.6808,236.0657,1.3183
996.2351,233.9635,1.3183
1002.7167,232.0676,1.335
1009.1253,230.378,1.335
1015.4611,228.8947,1.3517
1021.7241,227.6176,1.3517
1027.9142,226.5469,1.3683
1034.0314,225.6824,1.3683
1040.0758,225.0242,1.385
1046.0474,224.5723,1.385
1051.9461,224.3266,1.4017
1057.7719,224.2872,1.4017
1063.5249,224.4542,1.4183
1069.205,224.8274,1.4183
1074.8123,225.4068,1.435
1080.3467,226.1926,1.435
1085.8083,227.1846,1.4517
1091.197,228.3829,1.4683
1096.5129,229.7875,1.4683
1101.7559,231.3984,1.485
1106.9261,233.2155,1.485
1112.0234,235.239,1.5017
1117.0478,237.4687,1.5017
1121.9994,239.9047,1.5183
1126.8782,242.5469,1.5183
1131.6841,245.3955,1.535
1136.4171,248.4503,1.535
1141.0773,251.7114,1.5517
1145.6646,255.1788,1.5517
1150.1791,258.8525,1.5683
1154.6207,262.7324,1.5683
1158.9895,266.8186,1.585
1163.2854,271.1111,1.585
1167.5085,275.6099,1.6017
1171.6587,280.315,1.6017
1175.736,285.2263,1.6183
1179.7405,290.344,1.6183
1183.6722,295.6679,1.635
1187.531,301.1981,1.635
1191.3169,306.9345,1.6517
1195.03,312.8773,1.6683
1198.6703,319.0263,1.6683
1202.2377,325.3816,1.685
1205.7322,331.9432,1.7017
1209.1539,338.711,1.7183
1212.5027,345.6852,1.735
1215.7787,352.8656,1.7517
1218.9818,360.2523,1.7683
1222.1121,367.8453,1.785
1225.1695,375.6446,1.8017
1228.154,383.6501,1.8183
1231.0657,391.8619,1.835
1233.9046,400.28,1.8517
1236.6706,408.9044,1.8683
1239.3637,417.7351,1.885
1241.984,426.772,1.9017
