X,Y,Time
0.0,0.0,0.3167
-21.2286,10.5714,0.3333
-43.1714,20.4286,0.35
-66.0,29.7143,0.3667
-89.1714,37.6857,0.3833
-111.8286,45.2857,0.4
-134.4286,52.2,0.4167
-156.8286,59.0286,0.4333
-179.0857,65.0286,0.45
-201.3428,70.2857,0.4667
-223.8286,75.1143,0.4833
-246.1714,78.7714,0.5
-268.1714,81.6286,0.5167
-289.8286,83.6857,0.5333
-311.4286,85.3714,0.55
-332.8286,85.9429,0.5667
-354.0857,86.2857,0.5833
-375.3428,86.0286,0.6
-396.8286,85.0286,0.6167
-418.8571,83.3714,0.6333
-437.6286,80.8572,0.65
-452.9428,77.2,0.6667
-466.0,72.0286,0.6833
-480.0857,66.2,0.7
-494.1714,60.2857,0.7167
-507.8286,53.7714,0.7333
-521.3428,46.3714,0.75
-535.0,37.9429,0.7667
-549.1714,29.2857,0.7833
-562.9143,19.9429,0.8
-576.0857,10.2857,0.8167
-589.2571,0.0286,0.8333
-603.0857,-10.9714,0.85
-616.9143,-22.7143,0.8667
-630.1714,-34.8857,0.8833
-643.0857,-48.2286,0.9
-656.0857,-62.4571,0.9167
-669.0857,-77.1428,0.9333
-682.1714,-91.7143,0.95
-694.7428,-107.0571,0.9667
-707.6,-122.7143,0.9833
-720.7428,-138.9714,1.0
-734.1714,-155.9714,1.0167
-747.1714,-173.7143,1.0333
-759.8286,-191.9714,1.05
-772.4286,-210.9714,1.0667
-784.8286,-230.7143,1.0833
-797.0857,-250.9714,1.1
-809.2571,-271.9714,1.1167
-822.0857,-293.7143,1.1333
-835.3428,-318.0286,1.15
-846.4,-336.2286,1.1683
-854.2571,-338.0286,1.185
-860.4286,-324.4286,1.2017
-866.8286,-307.7143,1.2183
-873.1714,-293.0571,1.235
-879.0,-278.7143,1.2517
-885.4286,-264.9714,1.2683
-891.5714,-252.0571,1.285
-897.4286,-239.4571,1.3017
-903.0,-227.3143,1.3183
-909.1714,-215.6286,1.335
-914.7428,-204.9714,1.3517
-920.6,-194.9714,1.3683
-926.7428,-185.8,1.385
-933.1714,-176.8,1.4017
-939.0857,-168.0571,1.4183
-945.0857,-159.6286,1.435
-951.0857,-152.2286,1.4517
-957.0857,-145.7143,1.4683
-963.0857,-139.7143,1.485
-969.0857,-134.3143,1.5017
-975.0857,-129.3714,1.5183
-981.0857,-125.2286,1.535
-987.0,-121.8857,1.5517
-993.4286,-119.8,1.5683
-999.5714,-117.8,1.585
-1005.4286,-116.0571,1.6017
-1011.0,-114.6286,1.6183
-1017.0857,-114.2286,1.635
-1023.0857,-114.6286,1.6517
-1029.1714,-116.0571,1.6683
-1034.8286,-117.6286,1.685
-1040.4286,-120.2286,1.7017
-1045.6571,-123.7143,1.7183
-1051.6857,-127.7143,1.735
-1057.4857,-132.3143,1.7517
-1063.5143,-137.3714,1.7683
-1068.7428,-143.4,1.785
-1074.4286,-149.3714,1.8017
-1079.7428,-156.2286,1.8183
-1085.5143,-164.0571,1.835
-1090.4857,-172.1143,1.8517
-1095.6,-180.9143,1.8683
-1101.0,-190.0286,1.885
-1106.5428,-200.0571,1.9017
-1112.3714,-210.9428,1.9183
