X,Y,Time
0.0,0.0,0.3167
-21.0,10.0,0.3333
-43.0,21.0,0.35
-66.0,29.0,0.3667
-89.0,38.0,0.3833
-112.0,45.0,0.4
-134.0,52.0,0.4167
-157.0,59.0,0.4333
-179.0,65.0,0.45
-201.0,70.0,0.4667
-224.0,75.0,0.4833
-246.0,79.0,0.5
-268.0,81.0,0.5167
-290.0,84.0,0.5333
-311.0,85.0,0.55
-333.0,86.0,0.5667
-354.0,86.0,0.5833
-375.0,86.0,0.6
-397.0,85.0,0.6167
-418.0,83.0,0.6333
-439.0,81.0,0.65
-452.0,77.0,0.6667
-466.0,72.0,0.6833
-480.0,66.0,0.7
-494.0,60.0,0.7167
-508.0,54.0,0.7333
-521.0,46.0,0.75
-535.0,38.0,0.7667
-549.0,29.0,0.7833
-563.0,20.0,0.8
-576.0,10.0,0.8167
-589.0,0.0,0.8333
-603.0,-11.0,0.85
-617.0,-23.0,0.8667
-630.0,-35.0,0.8833
-643.0,-48.0,0.9
-656.0,-63.0,0.9167
-669.0,-77.0,0.9333
-682.0,-92.0,0.95
-695.0,-107.0,0.9667
-707.0,-123.0,0.9833
-721.0,-139.0,1.0
-734.0,-156.0,1.0167
-747.0,-174.0,1.0333
-760.0,-192.0,1.05
-772.0,-211.0,1.0667
-785.0,-231.0,1.0833
-797.0,-251.0,1.1
-809.0,-272.0,1.1167
-822.0,-294.0,1.1333
-835.0,-316.0,1.15
-847.0,-339.0,1.1683
-854.0,-339.0,1.185
-860.0,-323.0,1.2017
-867.0,-308.0,1.2183
-873.0,-293.0,1.235
-879.0,-279.0,1.2517
-885.0,-265.0,1.2683
-892.0,-252.0,1.285
-897.0,-240.0,1.3017
-903.0,-227.0,1.3183
-909.0,-216.0,1.335
-915.0,-205.0,1.3517
-920.0,-195.0,1.3683
-927.0,-186.0,1.385
-933.0,-177.0,1.4017
-939.0,-168.0,1.4183
-945.0,-160.0,1.435
-951.0,-152.0,1.4517
-957.0,-146.0,1.4683
-963.0,-140.0,1.485
-969.0,-134.0,1.5017
-975.0,-130.0,1.5183
-981.0,-125.0,1.535
-987.0,-122.0,1.5517
-993.0,-120.0,1.5683
-1000.0,-118.0,1.585
-1005.0,-116.0,1.6017
-1011.0,-115.0,1.6183
-1017.0,-114.0,1.635
-1023.0,-115.0,1.6517
-1029.0,-116.0,1.6683
-1035.0,-118.0,1.685
-1040.0,-120.0,1.7017
-1046.0,-124.0,1.7183
-1051.0,-128.0,1.735
-1058.0,-132.0,1.7517
-1063.0,-138.0,1.7683
-1069.0,-143.0,1.785
-1074.0,-150.0,1.8017
-1080.0,-156.0,1.8183
-1085.0,-164.0,1.835
-1091.0,-173.0,1.8517
-1095.0,-180.0,1.8683
-1101.0,-191.0,1.885
-1107.0,-200.0,1.9017
-1112.0,-211.0,1.9183
