X,Y,Time
0.0,0.0,0.3167
-21.1929,-9.6443,0.3333
-42.1687,-19.1497,0.35
-62.9275,-28.5163,0.3667
-83.4693,-37.7441,0.3833
-103.794,-46.833,0.4
-123.9017,-55.7831,0.4167
-143.7925,-64.5943,0.4333
-163.4661,-73.2667,0.45
-182.9228,-81.8002,0.4667
-202.1624,-90.1949,0.4833
-221.185,-98.4507,0.5
-239.9906,-106.5677,0.5167
-258.5792,-114.5458,0.5333
-276.9507,-122.3851,0.55
-295.1053,-130.0856,0.5667
-313.0428,-137.6472,0.5833
-330.7632,-145.0699,0.6
-348.2667,-152.3538,0.6167
-365.5531,-159.4989,0.6333
-382.6225,-166.5051,0.65
-399.4749,-173.3725,0.6667
-416.1102,-180.101,0.6833
-432.5286,-186.6907,0.7
-448.7299,-193.1415,0.7167
-464.7142,-199.4535,0.7333
-480.4814,-205.6266,0.75
-496.0317,-211.6609,0.7667
-511.3649,-217.5563,0.7833
-526.4811,-223.3129,0.8
-541.3802,-228.9307,0.8167
-556.0624,-234.4096,0.8333
-570.5275,-239.7496,0.85
-584.7756,-244.9508,0.8667
-598.8066,-250.0132,0.8833
-612.6207,-254.9367,0.9
-626.2177,-259.7214,0.9167
-639.5977,-264.3672,0.9333
-652.7607,-268.8742,0.95
-665.7067,-273.2423,0.9667
-678.4356,-277.4716,0.9833
-690.9475,-281.562,1.0
-703.2424,-285.5136,1.0167
-715.3202,-289.3264,1.0333
-727.1811,-293.0003,1.05
-738.8249,-296.5353,1.0667
-750.2517,-299.9315,1.0833
-761.4614,-303.1889,1.1
-772.4542,-306.3074,1.1167
-783.2299,-309.2871,1.1333
-793.7886,-312.1279,1.15
-804.1303,-314.8298,1.1683
-814.2549,-317.393,1.185
-824.1625,-319.8172,1.2017
-833.8531,-322.1027,1.2183
-843.3267,-324.2493,1.235
-852.5833,-326.257,1.2517
-861.6228,-328.1259,1.2683
-870.4453,-329.8559,1.285
-879.0508,-331.4471,1.3017
-887.4393,-332.8995,1.3183
-895.6107,-334.213,1.335
-903.5651,-335.3877,1.3517
-911.3025,-336.4235,1.3683
-918.8229,-337.3204,1.385
-926.1262,-338.0785,1.4017
-933.2125,-338.6978,1.4183
-940.0818,-339.1782,1.435
-946.7341,-339.5198,1.4517
-953.1694,-339.7226,1.4683
-959.3876,-339.7864,1.485
-965.3888,-339.7115,1.5017
-971.173,-339.4977,1.5183
-976.7401,-339.145,1.535
-982.0902,-338.6535,1.5517
-987.2234,-338.0232,1.5683
-992.1394,-337.254,1.585
-996.8385,-336.346,1.6017
-1001.3205,-335.2991,1.6183
-1005.5855,-334.1133,1.635
-1009.6335,-332.7888,1.6517
-1013.4645,-331.3253,1.6683
-1017.0785,-329.7231,1.685
-1020.4754,-327.9819,1.7017
-1023.6553,-326.102,1.7183
-1026.6181,-324.0832,1.735
-1029.364,-321.9255,1.7517
-1031.8928,-319.629,1.7683
-1034.2046,-317.1937,1.785
-1036.2994,-314.6195,1.8017
-1038.1772,-311.9064,1.8183
-1039.8379,-309.0545,1.835
-1041.2816,-306.0638,1.8517
-1042.5083,-302.9342,1.8683
-1043.5179,-299.6658,1.885
-1044.3106,-296.2585,1.9017
-1044.8862,-292.7124,1.9183
